CarNumber,Refund,Fines,Make,Model,Year
T686EO197RUS,1,1000.0,Toyota,Camry,1985
9943OH154RUS,1,400.0,Skoda,Octavia,1985
Y354O8197RUS,1,10800.0,Ford,Focus,1983
7065C8197RUS,1,3800.0,Volkswagen,Passat,1988
E28777161RUS,1,800.0,Ford,Focus,1996
M701T9152RUS,2,3000.0,Ford,Focus,1981
E577HE77RUS,2,12000.0,Ford,Focus,1983
92788M178RUS,1,1200.0,Ford,Focus,2004
9072EM178RUS,2,4400.0,Ford,Focus,1984
9409H7178RUS,1,3000.0,Skoda,Octavia,1982
C3829X154RUS,2,13500.0,Ford,Focus,1991
T478KX197RUS,2,7500.0,Ford,Focus,1999
T119CT96RUS,1,2000.0,Ford,Focus,2018
X795O796RUS,1,1000.0,Ford,Focus,1991
708487163RUS,1,1000.0,Ford,Focus,2017
H983HY161RUS,1,500.0,Ford,Focus,2002
7842C8197RUS,1,6000.0,Ford,Focus,2015
O64097197RUS,2,8594.5864661654,Ford,Focus,2018
Y693HM197RUS,2,6500.0,BMW,,2015
96857X197RUS,1,37800.0,Skoda,Octavia,2011
7177TT36RUS,1,500.0,Ford,Focus,1990
9428EX178RUS,1,500.0,Ford,Focus,2017
84438C154RUS,2,7600.0,Ford,Focus,2001
Y7689C197RUS,2,9000.0,Ford,Focus,2008
H427YH197RUS,1,9900.0,Volkswagen,Passat,2013
T394KX197RUS,2,1500.0,Ford,Focus,1994
O49897197RUS,2,11800.0,Ford,Focus,1997
H963X936RUS,1,1800.0,Skoda,Octavia,2012
T341CC96RUS,2,1000.0,Volkswagen,Passat,1981
9942KK197RUS,2,6200.0,Ford,Focus,1992
9141H8178RUS,1,300.0,Skoda,Octavia,2007
9942KK197RUS,2,3100.0,Ford,Focus,2005
7370C8197RUS,2,5000.0,Ford,Focus,1997
9890HX152RUS,2,9200.0,Ford,Focus,1985
9409H7178RUS,1,6000.0,Skoda,Octavia,1998
M268CH197RUS,1,800.0,Toyota,Camry,1987
Y780EE197RUS,1,2300.0,Volkswagen,Golf,1996
Y388E877RUS,2,9500.0,Ford,Focus,2013
C419X938RUS,1,1100.0,Ford,Focus,1994
M0319X197RUS,2,4500.0,Ford,Focus,1981
M577CH197RUS,2,17000.0,Ford,Focus,1984
7361C8197RUS,1,8594.5864661654,Ford,Focus,1992
H975HY161RUS,1,2000.0,Ford,Focus,1982
X018HY197RUS,2,10600.0,Toyota,Camry,2013
E33177152RUS,2,7100.0,Ford,Focus,2001
X256HE161RUS,2,1600.0,Ford,Focus,1981
Y7689C197RUS,2,45000.0,Ford,Focus,1987
7788KT197RUS,2,4000.0,Ford,Focus,2011
9491H7178RUS,1,500.0,Volkswagen,Jetta,1984
M374CH197RUS,1,5500.0,Ford,Focus,2000
96679X178RUS,2,2400.0,Ford,Focus,1996
9594HY161RUS,1,300.0,Ford,Focus,2002
83218C154RUS,1,100.0,Ford,Focus,1996
9764HY161RUS,1,800.0,Ford,Focus,2012
708187163RUS,1,1000.0,Ford,Focus,1984
H908YK197RUS,1,4800.0,Ford,Focus,2006
H004MH197RUS,2,19800.0,Ford,Focus,2011
92788M178RUS,1,300.0,Ford,Focus,1987
Y656E8750RUS,1,8594.5864661654,Skoda,Octavia,1997
9679EC178RUS,1,500.0,Ford,Focus,2002
O017KO197RUS,1,1600.0,Ford,Focus,1994
H957HY161RUS,1,1000.0,Ford,Focus,1990
X286TC36RUS,1,500.0,Ford,Focus,2005
C803KE163RUS,1,1000.0,Volkswagen,Jetta,2005
Y7379Y50RUS,2,2000.0,Ford,Focus,1997
X320MK197RUS,1,7500.0,Ford,Focus,2019
C476M7161RUS,2,500.0,Ford,Focus,2000
H844YH197RUS,1,1000.0,Ford,Focus,1983
96907X197RUS,2,3000.0,BMW,,2010
Y650E8750RUS,1,1000.0,Skoda,Octavia,1994
H235YH197RUS,2,5100.0,Skoda,Octavia,2000
9474EX178RUS,1,500.0,Ford,Focus,2008
Y8259C197RUS,1,1500.0,Ford,Focus,1994
E29577161RUS,1,500.0,Ford,Focus,2009
X761HY197RUS,2,18300.0,Ford,Focus,1994
H387TM197RUS,1,8594.5864661654,Volkswagen,Passat,2005
T396KX197RUS,2,10300.0,Ford,Focus,2010
C593EY154RUS,1,1000.0,Ford,Focus,2003
Y164O8161RUS,1,800.0,Ford,Focus,2001
M942OT152RUS,1,2000.0,Ford,Focus,2003
T476KX197RUS,2,4500.0,Ford,Focus,2016
H889YK197RUS,2,21200.0,Ford,Focus,1990
Y7429Y50RUS,2,2000.0,Ford,Focus,2017
H976HY161RUS,2,2200.0,Ford,Focus,1987
C410X938RUS,2,2200.0,Ford,Focus,1990
Y195O8161RUS,1,100.0,Ford,Focus,1994
O669E8197RUS,1,18000.0,Ford,Focus,1981
Y187O8161RUS,2,400.0,Ford,Focus,2013
K329T8197RUS,2,13000.0,Skoda,Octavia,2008
96659X178RUS,1,900.0,Ford,Focus,1993
7842C8197RUS,2,12000.0,Ford,Focus,1983
O275O7161RUS,1,8300.0,Ford,Focus,2003
9677MO178RUS,1,2200.0,Ford,Mondeo,2019
H957HY161RUS,1,8594.5864661654,Ford,Focus,2000
M0279X197RUS,2,36000.0,Ford,Focus,2002
9939KK197RUS,1,1600.0,Ford,Focus,2015
Y8399C197RUS,1,600.0,Ford,Focus,2009
M373CH197RUS,2,6600.0,Ford,Focus,2008
7164YM36RUS,2,18800.0,Ford,Focus,1986
7843C8197RUS,2,4100.0,Ford,Focus,1992
O753MX161RUS,2,700.0,Ford,Focus,2012
9468EX178RUS,2,2000.0,Ford,Focus,2013
T395KX197RUS,2,7600.0,Ford,Focus,1986
T6488M116RUS,2,21000.0,Ford,Focus,2007
7361C8197RUS,1,800.0,Ford,Focus,1990
98047H178RUS,1,500.0,Ford,Focus,2018
8316XX154RUS,1,1100.0,Ford,Focus,1989
O752MX161RUS,2,2600.0,Ford,Focus,1994
8234XX154RUS,2,2600.0,Ford,Focus,1989
9488EY178RUS,2,1300.0,Ford,Focus,1980
96857X197RUS,2,18900.0,Skoda,Octavia,2011
O481OH77RUS,2,1000.0,Toyota,Camry,2010
K326T8197RUS,1,100.0,Volkswagen,Passat,2003
90159H178RUS,1,8594.5864661654,Volkswagen,Passat,1983
9469EX178RUS,1,4200.0,Ford,Focus,1995
X796TH96RUS,1,500.0,Ford,Focus,1980
9499KX178RUS,1,4600.0,Ford,Focus,1996
Y358O8197RUS,2,21800.0,Ford,Focus,2014
C420X938RUS,2,3300.0,Ford,Focus,1999
Y965O8197RUS,2,1600.0,Ford,Focus,1987
96429X178RUS,2,1300.0,Ford,Focus,1990
Y274O8197RUS,2,10700.0,Ford,Focus,1987
Y358O8197RUS,1,43600.0,Ford,Focus,1996
E223YM197RUS,2,19500.0,Ford,Focus,1991
E42277152RUS,2,5300.0,Ford,Focus,1987
E34877152RUS,2,36600.0,Ford,Focus,1983
Y964EE197RUS,2,8594.5864661654,Ford,Focus,1983
T6049O50RUS,2,15000.0,Ford,Focus,1985
8601XX154RUS,1,3900.0,Skoda,Octavia,1998
H259HY161RUS,1,900.0,Toyota,Corolla,1986
T940CC96RUS,1,500.0,Ford,Focus,2016
T288CT96RUS,1,1500.0,Ford,Focus,2006
Y6839Y50RUS,1,1500.0,Ford,Focus,1985
Y344E877RUS,1,1000.0,Ford,Focus,2000
K889HY161RUS,2,46200.0,Ford,Mondeo,2006
H214X836RUS,1,8000.0,Ford,Focus,1995
T399KX197RUS,2,15300.0,Ford,Focus,1986
O421OT161RUS,1,1200.0,Skoda,Octavia,1991
H232YH197RUS,1,8594.5864661654,Ford,Focus,1997
7360C8197RUS,2,9600.0,Ford,Focus,2008
T6418M116RUS,1,49200.0,Ford,Focus,2007
7248C8197RUS,2,34400.0,Ford,Mondeo,2017
Y194O8161RUS,2,900.0,Ford,Focus,1998
9881HX152RUS,2,20600.0,Ford,Focus,1991
T6359O50RUS,2,13500.0,Ford,Focus,1989
E29677161RUS,2,6000.0,Ford,Focus,1981
T020MM116RUS,2,3000.0,Skoda,Octavia,1998
C798ET50RUS,1,5000.0,Ford,Focus,2012
Y7719C197RUS,2,4600.0,Ford,Focus,2014
9502XX38RUS,1,3000.0,Skoda,Octavia,2000
8521XX154RUS,1,1000.0,Ford,Focus,2007
Y273O8197RUS,2,26300.0,Ford,Focus,2012
M580CH197RUS,2,47500.0,Ford,Focus,1998
K376HE161RUS,1,100.0,Ford,Focus,2001
7193TT36RUS,2,3300.0,Ford,Focus,2006
O785T9163RUS,1,500.0,Ford,Focus,1996
H618YC38RUS,1,300.0,Volkswagen,Golf,1991
Y7689C197RUS,1,36000.0,Ford,Focus,2004
M592CH197RUS,1,3500.0,Skoda,Octavia,2016
Y352O8197RUS,2,77700.0,Ford,Focus,1984
9068EM178RUS,1,600.0,Ford,Focus,2006
7783KT197RUS,1,6000.0,Ford,Focus,1986
Y305E877RUS,2,2500.0,Ford,Focus,2009
E881OT197RUS,2,5500.0,Skoda,Octavia,2000
Y8259C197RUS,2,3000.0,Ford,Focus,1988
Y969O8197RUS,2,7800.0,Ford,Focus,2002
92928M178RUS,2,3000.0,Ford,Focus,1994
O718MM163RUS,2,7000.0,Ford,Focus,2000
Y7129Y50RUS,1,8594.5864661654,Ford,Focus,1982
9975CC77RUS,2,7000.0,Ford,Focus,1989
C592EY154RUS,1,2000.0,Ford,Focus,2017
T195OK161RUS,1,6700.0,Ford,Mondeo,1985
Y966O8197RUS,2,20800.0,Ford,Focus,1989
T914CT197RUS,2,7200.0,Toyota,Camry,2013
E41977152RUS,2,2400.0,Ford,Focus,2009
T171CC96RUS,1,1000.0,Ford,Focus,1996
9464EX178RUS,2,2100.0,Ford,Focus,2001
O50197197RUS,2,7800.0,Ford,Focus,2018
7608EE777RUS,1,4000.0,Skoda,Octavia,2019
X583HE161RUS,1,3000.0,Ford,Focus,2012
Y7229Y50RUS,2,2500.0,Ford,Focus,1993
M6977E152RUS,1,500.0,Ford,Focus,2001
K2797K154RUS,1,800.0,Ford,Focus,2013
8325M7154RUS,1,1000.0,Ford,Focus,2013
Y192O8161RUS,2,300.0,Ford,Focus,1998
7784KT197RUS,1,6600.0,Ford,Focus,2016
96599X178RUS,1,500.0,Ford,Focus,1993
X760HY197RUS,1,10100.0,Ford,Focus,1987
Y358O8197RUS,2,10900.0,Ford,Focus,1983
H966HY161RUS,1,500.0,Ford,Focus,2001
9938KK197RUS,2,28500.0,Ford,Focus,2017
98087H178RUS,1,8594.5864661654,Ford,Focus,1982
K2807K154RUS,1,500.0,Ford,Focus,2000
H977HY161RUS,1,600.0,Ford,Focus,2015
7367C8197RUS,1,6000.0,Ford,Focus,1988
9137X938RUS,1,1600.0,Ford,Focus,2005
Y356O8197RUS,2,15300.0,Ford,Focus,2017
9398MM199RUS,1,300.0,Volkswagen,Passat,2014
8436XX154RUS,1,2400.0,Ford,Focus,2011
8180XX154RUS,2,1400.0,Ford,Focus,1992
E53477152RUS,1,7200.0,Ford,Focus,2009
O718MM163RUS,2,3500.0,Ford,Focus,1995
9677MO178RUS,1,1100.0,Ford,Mondeo,2001
9498KX178RUS,1,4000.0,Ford,Focus,1980
K436MO152RUS,2,3000.0,Ford,Focus,1985
7194TT36RUS,2,2300.0,Ford,Focus,2017
7364C8197RUS,2,4500.0,Ford,Focus,2017
O136HO197RUS,2,7800.0,Toyota,Corolla,1984
O68897197RUS,2,12300.0,Ford,Focus,2011
O718MM163RUS,2,8594.5864661654,Ford,Focus,2007
7065C8197RUS,2,11400.0,Volkswagen,Passat,2015
O22097197RUS,1,24300.0,Ford,Focus,1986
Y163O8161RUS,2,1600.0,Ford,Focus,1996
M0309X197RUS,1,22300.0,Ford,Focus,1991
O673E8197RUS,2,600.0,Ford,Focus,2010
8610T8154RUS,1,2000.0,Ford,Focus,1990
H419XE197RUS,2,8594.5864661654,Toyota,Corolla,1981
M0299X197RUS,2,124324.8687462017,Ford,Focus,2019
83298C154RUS,2,140286.46860222862,Ford,Focus,2008
H957HY161RUS,1,8596.520488012078,Ford,Focus,1995
T941CC96RUS,1,13513.560090562409,Ford,Focus,1994
H966HY161RUS,1,108911.53254856492,Ford,Focus,2007
Y655E8750RUS,1,128251.76548091306,Skoda,Octavia,2000
C410X938RUS,1,27224.341216075725,Ford,Focus,1987
7781KT197RUS,2,110695.96705269143,Ford,Focus,1985
97968K152RUS,1,27238.09274408466,Ford,Focus,2006
H837YK197RUS,1,83165.62624307361,Audi,,1997
X320MK197RUS,2,176449.3638646219,Ford,Focus,2004
96907X197RUS,2,151849.09648944455,BMW,,1985
C798ET50RUS,1,124575.46956116974,Ford,Focus,2007
8441XX154RUS,1,83357.52711619978,Ford,Focus,1998
8180XX154RUS,1,165027.5743398258,Ford,Focus,2014
9402KK197RUS,2,131888.8909667589,Toyota,Camry,1993
7840C8197RUS,1,477.8801106219712,Ford,Focus,2005
7788KT197RUS,2,121159.97207080723,Ford,Focus,2010
E41577152RUS,2,104216.41270717818,Ford,Focus,1985
Y352O8197RUS,2,86273.0940548089,Ford,Focus,2008
8321XX154RUS,2,78557.83283781944,Ford,Focus,1986
H976HY161RUS,1,65459.371027750836,Ford,Focus,2019
K2797K154RUS,1,51217.37466545509,Ford,Focus,2008
Y302E877RUS,1,138987.38754540333,Ford,Focus,1981
K2797K154RUS,1,128875.79053840965,Ford,Focus,2010
92918M178RUS,1,29393.28156292677,Ford,Focus,1989
89557X197RUS,1,136951.32836165183,Toyota,Camry,2016
8316XX154RUS,1,141470.4875379539,Ford,Focus,1983
96659X178RUS,2,132975.32677669823,Ford,Focus,1982
H259HY161RUS,1,41261.396409673,Toyota,Corolla,1980
X782CO96RUS,2,59505.04549426829,Ford,Focus,2011
H232YH197RUS,1,49776.1865318583,Ford,Focus,2015
T288CT96RUS,1,161577.95359470416,Ford,Focus,1988
Y7129Y50RUS,2,166529.5544127228,Ford,Focus,2013
T171CC96RUS,2,111381.74418470693,Ford,Focus,1987
H906YK197RUS,1,25160.714701147303,Ford,Focus,2019
E160YX77RUS,2,24841.48066744276,Ford,Focus,2003
E816HE77RUS,1,65919.65164842727,Ford,Focus,1993
Y8259C197RUS,1,20872.969839174624,Ford,Focus,1992
H115YO163RUS,1,92178.69895845206,Ford,Focus,2019
8437XX154RUS,1,46758.17345283479,Ford,Focus,2018
H961HY161RUS,1,19974.97281026306,Ford,Focus,1995
H237YH197RUS,1,33941.71814756762,Ford,Focus,1999
T6459O50RUS,1,58380.25400119731,Ford,Focus,1987
M268CH197RUS,2,119830.49187536376,Toyota,Camry,1999
T6049O50RUS,2,56221.45504294107,Ford,Focus,2001
C420X938RUS,1,94358.380955207,Ford,Focus,2017
C3829X154RUS,1,60144.93827232496,Ford,Focus,2001
O22397197RUS,2,15991.44215699561,Ford,Focus,1987
E52677152RUS,1,15982.607290699065,Ford,Focus,2011
C584EY154RUS,1,45487.48822783526,Ford,Focus,1991
7828C8197RUS,2,39364.78422926958,Ford,Focus,1986
7183TT36RUS,2,11377.78517329732,Ford,Focus,2003
O718MM163RUS,1,140022.0949715102,Ford,Focus,1998
X256HE161RUS,1,89354.17044704771,Ford,Focus,1996
E160YX77RUS,1,49437.68669688222,Ford,Focus,2007
7840C8197RUS,2,145789.01154566134,Ford,Focus,2011
X286TC36RUS,1,60847.933961808805,Ford,Focus,1982
T6428M116RUS,1,35290.30945404745,Ford,Focus,1987
Y7689C197RUS,1,61620.39459646364,Ford,Focus,2001
H618YC38RUS,1,121131.29520053418,Volkswagen,Golf,2005
O49797197RUS,2,51032.288395002266,Ford,Focus,2011
H419XE197RUS,1,47891.45328518529,Toyota,Corolla,1992
H971HY161RUS,2,158617.29711183882,Ford,Focus,2017
H957HY161RUS,1,97089.47427297154,Ford,Focus,1985
T6449O50RUS,2,133903.34778529452,Ford,Focus,1982
9499KX178RUS,2,161615.75049661193,Ford,Focus,2011
T394KX197RUS,2,49385.600466827476,Ford,Focus,1980
Y344E877RUS,2,96065.05008097817,Ford,Focus,1992
O77997197RUS,1,24061.50020476983,Ford,Focus,2018
O02397197RUS,2,173137.74882032757,Volkswagen,Jetta,1984
98087H178RUS,1,146260.82137052377,Ford,Focus,1997
O68897197RUS,1,117288.47879165175,Ford,Focus,2006
Y359EY197RUS,1,36486.115358821946,Skoda,Octavia,2007
O143HO197RUS,1,174751.02224319568,Toyota,Corolla,2013
Y7379Y50RUS,1,6492.933287711008,Ford,Focus,1984
Y8399C197RUS,1,76239.83730883006,Ford,Focus,2016
9072EM178RUS,2,170000.12225838678,Ford,Focus,2007
T6488M116RUS,1,57525.83327930135,Ford,Focus,1981
9881HX152RUS,1,139866.88204447032,Ford,Focus,1996
Y973O8197RUS,1,175518.9788417755,Ford,Focus,1985
E394MO152RUS,1,126378.03283739854,Ford,Focus,2000
X504X8197RUS,1,54524.980244555714,Skoda,Octavia,1980
H214X836RUS,1,174362.6364556156,Ford,Focus,2015
T535ET96RUS,2,71288.80341685833,Ford,Focus,2000
C477M7161RUS,2,171240.50049406142,Ford,Focus,2014
E53488152RUS,2,23380.146180210064,Ford,Focus,2007
K2797K154RUS,2,168677.84428243438,Ford,Focus,1989
E948C8152RUS,1,136303.73473518275,Ford,Focus,1983
Y316E877RUS,1,8396.858760569232,Ford,Focus,1990
O719MM163RUS,2,119350.69885732466,Ford,Focus,1986
7843C8197RUS,2,40860.16412348704,Ford,Focus,2011
7368C8197RUS,2,93549.16933902219,Ford,Focus,2015
96679X178RUS,1,91970.48584070332,Ford,Focus,1998
96857X197RUS,1,19446.792781566564,Skoda,Octavia,2016
M256OH161RUS,1,146729.91018971533,Ford,Focus,1986
M372CH197RUS,2,173245.29777310838,Ford,Focus,2018
7844C8197RUS,1,106039.94250062437,Ford,Focus,1986
H387TM197RUS,1,72824.94391458406,Volkswagen,Passat,2002
Y166O8161RUS,2,118092.27092938883,Ford,Focus,2003
705787163RUS,1,71293.8988171337,Ford,Focus,1993
7197TT36RUS,2,107179.91054083404,Ford,Focus,1986
84418C154RUS,1,77937.9007834448,Ford,Focus,2006
H385TM197RUS,2,27601.2608864143,Volkswagen,Passat,2014
E28877161RUS,1,153823.76999810897,Ford,Focus,1982
Y653E8750RUS,1,64744.1992612975,Skoda,Octavia,2003
Y969O8197RUS,2,18505.66429698667,Ford,Focus,2007
Y969O8197RUS,2,6801.242222805471,Ford,Focus,1988
7361C8197RUS,2,82122.22906122521,Ford,Focus,2014
Y038TO197RUS,2,23153.895678295175,Toyota,Corolla,1997
7066C8197RUS,1,126701.93227293389,Volkswagen,Passat,1991
T769OT197RUS,2,11504.996440134602,Volkswagen,Golf,1988
O22297197RUS,2,645.2634014750943,Ford,Focus,1996
7788KT197RUS,1,16137.982839381599,Ford,Focus,2012
H115YO163RUS,1,145074.62416370073,Ford,Focus,1985
E552MO152RUS,1,126244.16095318682,Ford,Focus,2016
O83597197RUS,1,154823.03123727313,Ford,Focus,2006
M592CH197RUS,1,144316.2667921635,Skoda,Octavia,1990
X762HY197RUS,1,41232.43105076134,Ford,Focus,2007
M577CH197RUS,2,91614.11360801916,Ford,Focus,1980
9182CE154RUS,2,97348.50843188178,Ford,Focus,1980
K339T8197RUS,2,52937.819972978155,Ford,Focus,2005
Y973O8197RUS,1,66521.804832739,Ford,Focus,2013
9428EX178RUS,2,48720.49131517994,Ford,Focus,1994
X4128H125RUS,2,16887.07885272473,Ford,Focus,1995
X256HE161RUS,2,135588.45458548205,Ford,Focus,2006
7842C8197RUS,2,131522.47255428776,Ford,Focus,1998
O753MX161RUS,2,752.2140461968997,Ford,Focus,2015
T6559O50RUS,2,43209.333383647936,Ford,Focus,1997
Y356O8197RUS,1,48622.1493514486,Ford,Focus,2003
X759HY197RUS,1,142518.86843012174,Ford,Focus,2015
H217X836RUS,2,91387.42841846574,Ford,Focus,1993
Y654E8750RUS,1,83877.01174043358,Skoda,Octavia,1987
98017H178RUS,1,47393.038185602774,Ford,Focus,1981
7183TT36RUS,1,108606.98031821453,Ford,Focus,1988
O22097197RUS,2,157705.8201382549,Ford,Focus,1997
H387TM197RUS,2,178793.3794605284,Volkswagen,Passat,1986
E42577152RUS,2,4940.387304199117,Ford,Focus,2009
Y275O8197RUS,1,94484.43525362933,Ford,Focus,1990
9683EC178RUS,2,7938.073418478623,Ford,Focus,2014
M374CH197RUS,2,151875.1008716555,Ford,Focus,2006
9943OH154RUS,2,114932.07863091696,Skoda,Octavia,2007
K327T8197RUS,2,71332.13303806234,Volkswagen,Golf,2003
X767HY197RUS,2,55320.98154696101,Ford,Focus,1986
T686EO197RUS,2,11135.843708835266,Toyota,Camry,2000
7831C8197RUS,2,161388.54433754084,Ford,Focus,1982
9020YC197RUS,2,163932.03821231326,Skoda,Octavia,2012
7369C8197RUS,2,171174.97139152596,Ford,Focus,2001
O77997197RUS,2,165555.6986742655,Ford,Focus,1981
7788KT197RUS,1,5821.430757327275,Ford,Focus,2004
Y234E877RUS,2,157718.21557388248,Ford,Focus,2012
O6939X163RUS,2,7691.787914061545,Ford,Focus,2002
7364C8197RUS,2,176515.19758142406,Ford,Focus,2001
9408H7178RUS,1,136616.85612387137,Skoda,Octavia,2003
E40577152RUS,1,161046.23765007945,Ford,Focus,1980
K328T8197RUS,2,135320.54461618394,Volkswagen,Golf,2010
9683EC178RUS,2,163117.3261924051,Ford,Focus,1987
8439XX154RUS,2,133381.73970499635,Ford,Focus,2013
X583HE161RUS,2,162923.3431514175,Ford,Focus,1985
X795O796RUS,2,5110.212721063381,Ford,Focus,2001
H427YH197RUS,2,122452.11809191121,Volkswagen,Passat,1989
Y780EE197RUS,1,152355.7023113944,Volkswagen,Golf,2004
9697MO178RUS,2,159758.2774932667,Volkswagen,Golf,2013
9939KK197RUS,1,7620.789015855352,Ford,Focus,1994
T018OX197RUS,1,86140.9878188715,Toyota,Corolla,2002
7830C8197RUS,1,104951.19986596072,Ford,Focus,1980
E53677152RUS,1,40097.59405817168,Ford,Focus,2001
Y164O8161RUS,1,77757.84051486793,Ford,Focus,2015
T6419O50RUS,2,150679.5626293591,Ford,Focus,2013
X765HY197RUS,2,176189.29175293448,Ford,Focus,1997
X423MK197RUS,2,120411.57903187335,Ford,Focus,1982
7826C8197RUS,1,165284.43566177235,Ford,Focus,1997
E223YM197RUS,1,26283.61074775605,Ford,Focus,2007
H977HY161RUS,2,81309.08671828051,Ford,Focus,1995
8603T8154RUS,2,15868.041392440107,Ford,Focus,1992
98047H178RUS,2,33002.66553203931,Ford,Focus,1984
X522OM161RUS,2,96890.82260952673,Ford,Focus,1996
O136HO197RUS,1,122142.94216016491,Toyota,Corolla,2003
7089H8163RUS,2,48936.105884394885,Toyota,Corolla,1999
O718MM163RUS,1,115309.41508602575,Ford,Focus,2001
7608EE777RUS,2,158380.51811957423,Skoda,Octavia,1994
T171CC96RUS,1,135662.1405765097,Ford,Focus,2002
E822TH36RUS,1,102708.71270705746,Ford,Focus,2017
H115YO163RUS,1,127152.4960621997,Ford,Focus,2011
7365C8197RUS,1,59641.094049667816,Ford,Focus,1982
C299K9154RUS,2,110982.7291638805,Ford,Focus,1985
M2169X197RUS,1,124652.18305015558,Ford,Focus,2015
Y7659C197RUS,1,8255.072665868436,Ford,Focus,2017
E396MO152RUS,1,6691.347032464705,Ford,Focus,2015
O22297197RUS,1,62055.58216042393,Ford,Focus,1987
7364C8197RUS,2,145884.78874780258,Ford,Focus,1991
Y192O8161RUS,1,76624.75246463595,Ford,Focus,2017
H220X836RUS,2,155190.53189486827,Ford,Focus,1991
T483CT96RUS,1,52847.3322901818,Ford,Focus,1999
X257HE161RUS,1,54900.18614348354,Ford,Focus,1994
8182XX154RUS,1,158871.09143504614,Ford,Focus,2017
X796TH96RUS,1,68304.32004195907,Ford,Focus,2017
T011MY163RUS,2,91342.34506178515,Ford,Focus,1994
T341CC96RUS,2,143229.67630077442,Volkswagen,Passat,2017
T119CT96RUS,1,60550.192032781495,Ford,Focus,1996
704887163RUS,2,163151.0491257145,Ford,Focus,2014
705087163RUS,2,163151.0491257145,Ford,Focus,2014
705187163RUS,2,163151.0491257145,Ford,Focus,2014
Y970O8197RUS,2,163151.0491257145,Ford,Focus,2014
Y971O8197RUS,2,163151.0491257145,Ford,Focus,2014
